sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
Nassau,05/29/2020,-45.0,-9.0,86.0,-55.0,-49.0,24.0,05/29/2020,Nassau,81.0,40307.0,4710.0,173234.0
Nassau,05/30/2020,-46.0,-7.0,235.0,-36.0,-22.0,11.0,05/30/2020,Nassau,89.0,40396.0,4112.0,177346.0
Nassau,05/31/2020,-46.0,-14.0,160.0,-37.0,-21.0,9.0,05/31/2020,Nassau,83.0,40479.0,3878.0,181224.0
Nassau,06/01/2020,-40.0,-9.0,102.0,-55.0,-48.0,21.0,06/01/2020,Nassau,93.0,40572.0,3851.0,185075.0
Nassau,06/02/2020,-40.0,-9.0,95.0,-54.0,-48.0,22.0,06/02/2020,Nassau,72.0,40644.0,4433.0,189508.0
Nassau,06/03/2020,-40.0,-8.0,79.0,-55.0,-48.0,22.0,06/03/2020,Nassau,69.0,40713.0,5104.0,194612.0
Nassau,06/04/2020,-38.0,-3.0,146.0,-50.0,-48.0,21.0,06/04/2020,Nassau,84.0,40797.0,5177.0,199789.0
Nassau,06/05/2020,-44.0,-7.0,38.0,-55.0,-47.0,23.0,06/05/2020,Nassau,56.0,40853.0,5533.0,205322.0
Nassau,06/06/2020,-45.0,-6.0,171.0,-37.0,-21.0,10.0,06/06/2020,Nassau,51.0,40904.0,4119.0,209441.0
Nassau,06/07/2020,-42.0,-10.0,191.0,-32.0,-18.0,8.0,06/07/2020,Nassau,43.0,40947.0,4033.0,213474.0
Nassau,06/08/2020,-34.0,-6.0,159.0,-52.0,-46.0,19.0,06/08/2020,Nassau,33.0,40980.0,3159.0,216633.0
Nassau,06/09/2020,-32.0,-2.0,188.0,-51.0,-46.0,19.0,06/09/2020,Nassau,35.0,41015.0,4210.0,220843.0
Nassau,06/10/2020,-29.0,-2.0,152.0,-50.0,-45.0,19.0,06/10/2020,Nassau,45.0,41060.0,4869.0,225712.0
Nassau,06/11/2020,-38.0,-8.0,28.0,-55.0,-46.0,22.0,06/11/2020,Nassau,54.0,41114.0,4796.0,230508.0
Nassau,06/12/2020,-33.0,3.0,179.0,-46.0,-44.0,18.0,06/12/2020,Nassau,58.0,41172.0,5228.0,235736.0
Nassau,06/13/2020,-37.0,0.0,266.0,-27.0,-15.0,7.0,06/13/2020,Nassau,32.0,41204.0,4039.0,239775.0
Nassau,06/14/2020,-36.0,-8.0,186.0,-33.0,-15.0,7.0,06/14/2020,Nassau,36.0,41240.0,3939.0,243714.0
Nassau,06/15/2020,-29.0,-5.0,140.0,-50.0,-45.0,17.0,06/15/2020,Nassau,50.0,41290.0,4585.0,248299.0
Nassau,06/16/2020,-25.0,1.0,170.0,-48.0,-45.0,18.0,06/16/2020,Nassau,30.0,41320.0,4270.0,252569.0
Nassau,06/17/2020,-27.0,0.0,142.0,-48.0,-45.0,18.0,06/17/2020,Nassau,29.0,41349.0,5054.0,257623.0
Nassau,06/18/2020,-27.0,2.0,134.0,-49.0,-45.0,18.0,06/18/2020,Nassau,38.0,41387.0,5646.0,263269.0
Nassau,06/19/2020,-29.0,5.0,178.0,-45.0,-44.0,16.0,06/19/2020,Nassau,56.0,41443.0,4698.0,267967.0
Nassau,06/20/2020,-32.0,8.0,257.0,-27.0,-15.0,6.0,06/20/2020,Nassau,36.0,41479.0,5000.0,272967.0
Nassau,06/21/2020,-36.0,-5.0,170.0,-32.0,-13.0,5.0,06/21/2020,Nassau,34.0,41513.0,4104.0,277071.0
Nassau,06/22/2020,-25.0,-6.0,174.0,-50.0,-46.0,16.0,06/22/2020,Nassau,31.0,41544.0,3374.0,280445.0
Nassau,06/23/2020,-21.0,1.0,192.0,-46.0,-45.0,16.0,06/23/2020,Nassau,41.0,41585.0,3983.0,284428.0
Nassau,06/24/2020,-20.0,1.0,162.0,-47.0,-43.0,16.0,06/24/2020,Nassau,61.0,41646.0,5618.0,290046.0
Nassau,06/25/2020,-21.0,2.0,165.0,-47.0,-43.0,16.0,06/25/2020,Nassau,38.0,41684.0,3867.0,293913.0
Nassau,06/26/2020,-26.0,3.0,187.0,-43.0,-43.0,15.0,06/26/2020,Nassau,41.0,41725.0,5282.0,299195.0
Nassau,06/27/2020,-33.0,-4.0,133.0,-28.0,-16.0,7.0,06/27/2020,Nassau,29.0,41754.0,5255.0,304450.0
Nassau,06/28/2020,-30.0,-9.0,165.0,-33.0,-12.0,6.0,06/28/2020,Nassau,26.0,41780.0,3856.0,308306.0
Nassau,06/29/2020,-18.0,-2.0,177.0,-46.0,-43.0,15.0,06/29/2020,Nassau,27.0,41807.0,3478.0,311784.0
Nassau,06/30/2020,-14.0,1.0,133.0,-47.0,-43.0,16.0,06/30/2020,Nassau,46.0,41853.0,3842.0,315626.0
Nassau,07/01/2020,-15.0,2.0,125.0,-45.0,-43.0,16.0,07/01/2020,Nassau,57.0,41910.0,5297.0,320923.0
Nassau,07/02/2020,-10.0,10.0,226.0,-43.0,-43.0,14.0,07/02/2020,Nassau,37.0,41947.0,4562.0,325485.0
Nassau,07/03/2020,-16.0,16.0,150.0,-50.0,-58.0,19.0,07/03/2020,Nassau,41.0,41988.0,4709.0,330194.0
Nassau,07/04/2020,-46.0,-5.0,275.0,-36.0,-33.0,6.0,07/04/2020,Nassau,43.0,42031.0,6290.0,336484.0
Nassau,07/05/2020,-31.0,-17.0,204.0,-33.0,-18.0,5.0,07/05/2020,Nassau,22.0,42053.0,3801.0,340285.0
Nassau,07/06/2020,-21.0,-7.0,144.0,-49.0,-46.0,16.0,07/06/2020,Nassau,35.0,42088.0,4066.0,344351.0
Nassau,07/07/2020,-17.0,-1.0,146.0,-45.0,-44.0,16.0,07/07/2020,Nassau,34.0,42122.0,3792.0,348143.0
Nassau,07/08/2020,-17.0,0.0,159.0,-45.0,-42.0,15.0,07/08/2020,Nassau,42.0,42164.0,5038.0,353181.0
Nassau,07/09/2020,-17.0,3.0,240.0,-44.0,-42.0,14.0,07/09/2020,Nassau,68.0,42232.0,6711.0,359892.0
Nassau,07/10/2020,-37.0,-15.0,-5.0,-53.0,-44.0,20.0,07/10/2020,Nassau,35.0,42267.0,5718.0,365610.0
Nassau,07/11/2020,-25.0,2.0,170.0,-26.0,-13.0,6.0,07/11/2020,Nassau,40.0,42307.0,5168.0,370778.0
Nassau,07/12/2020,-23.0,-6.0,283.0,-28.0,-13.0,4.0,07/12/2020,Nassau,47.0,42354.0,4319.0,375097.0
Nassau,07/13/2020,-16.0,-1.0,200.0,-46.0,-43.0,14.0,07/13/2020,Nassau,69.0,42423.0,3898.0,378995.0
Nassau,07/14/2020,-12.0,1.0,238.0,-44.0,-43.0,14.0,07/14/2020,Nassau,39.0,42462.0,4295.0,383290.0
Nassau,07/15/2020,-12.0,1.0,206.0,-44.0,-42.0,14.0,07/15/2020,Nassau,44.0,42506.0,5979.0,389269.0
Nassau,07/16/2020,-13.0,0.0,220.0,-42.0,-42.0,14.0,07/16/2020,Nassau,49.0,42555.0,5567.0,394836.0
Nassau,07/17/2020,-21.0,-2.0,116.0,-44.0,-42.0,15.0,07/17/2020,Nassau,39.0,42594.0,4695.0,399531.0
Nassau,07/18/2020,-24.0,-3.0,321.0,-27.0,-14.0,4.0,07/18/2020,Nassau,28.0,42622.0,3006.0,402537.0
Nassau,07/19/2020,-23.0,-11.0,229.0,-34.0,-15.0,4.0,07/19/2020,Nassau,56.0,42678.0,3987.0,406524.0
Nassau,07/20/2020,-16.0,-6.0,187.0,-47.0,-44.0,15.0,07/20/2020,Nassau,51.0,42729.0,4724.0,411248.0
Nassau,07/21/2020,-12.0,-2.0,216.0,-45.0,-43.0,14.0,07/21/2020,Nassau,36.0,42765.0,3991.0,415239.0
Nassau,07/22/2020,-14.0,-5.0,144.0,-46.0,-42.0,15.0,07/22/2020,Nassau,51.0,42816.0,4594.0,419833.0
Nassau,07/23/2020,-14.0,-1.0,143.0,-46.0,-42.0,15.0,07/23/2020,Nassau,44.0,42860.0,5798.0,425631.0
Nassau,07/24/2020,-22.0,-4.0,100.0,-45.0,-42.0,15.0,07/24/2020,Nassau,55.0,42915.0,5712.0,431343.0
Nassau,07/25/2020,-22.0,-2.0,315.0,-26.0,-14.0,3.0,07/25/2020,Nassau,45.0,42960.0,3752.0,435095.0
Nassau,07/26/2020,-22.0,-11.0,235.0,-31.0,-14.0,4.0,07/26/2020,Nassau,57.0,43017.0,4176.0,439271.0
Nassau,07/27/2020,-13.0,-5.0,214.0,-46.0,-43.0,14.0,07/27/2020,Nassau,42.0,43059.0,4208.0,443479.0
Nassau,07/28/2020,-13.0,-3.0,164.0,-46.0,-42.0,15.0,07/28/2020,Nassau,41.0,43100.0,4616.0,448095.0
Nassau,07/29/2020,-11.0,-2.0,209.0,-46.0,-42.0,14.0,07/29/2020,Nassau,58.0,43158.0,5731.0,453826.0
Nassau,07/30/2020,-13.0,-4.0,175.0,-48.0,-43.0,14.0,07/30/2020,Nassau,45.0,43203.0,5138.0,458964.0
Nassau,07/31/2020,-17.0,-3.0,115.0,-47.0,-43.0,14.0,07/31/2020,Nassau,68.0,43271.0,7106.0,466070.0
Nassau,08/01/2020,-22.0,-5.0,304.0,-28.0,-15.0,3.0,08/01/2020,Nassau,51.0,43322.0,4727.0,470797.0
Nassau,08/02/2020,-22.0,-12.0,134.0,-37.0,-16.0,5.0,08/02/2020,Nassau,58.0,43380.0,3808.0,474605.0
Nassau,08/03/2020,-11.0,-2.0,216.0,-47.0,-43.0,13.0,08/03/2020,Nassau,56.0,43436.0,4606.0,479211.0
Nassau,08/04/2020,-27.0,-20.0,41.0,-54.0,-47.0,17.0,08/04/2020,Nassau,46.0,43482.0,5492.0,484703.0
Nassau,08/05/2020,-4.0,-4.0,159.0,-46.0,-44.0,9.0,08/05/2020,Nassau,52.0,43534.0,5304.0,490007.0
Nassau,08/06/2020,-8.0,-1.0,165.0,-45.0,-43.0,10.0,08/06/2020,Nassau,46.0,43580.0,5019.0,495026.0
Nassau,08/07/2020,-16.0,-4.0,101.0,-47.0,-42.0,12.0,08/07/2020,Nassau,48.0,43628.0,6525.0,501551.0
Nassau,08/08/2020,-19.0,-3.0,217.0,-29.0,-15.0,2.0,08/08/2020,Nassau,27.0,43655.0,5314.0,506865.0
Nassau,08/09/2020,-17.0,-11.0,235.0,-30.0,-12.0,2.0,08/09/2020,Nassau,35.0,43690.0,3823.0,510688.0
Nassau,08/10/2020,-10.0,-5.0,216.0,-48.0,-43.0,12.0,08/10/2020,Nassau,34.0,43724.0,5273.0,515961.0
Nassau,08/11/2020,-8.0,-4.0,203.0,-46.0,-43.0,13.0,08/11/2020,Nassau,37.0,43761.0,5160.0,521121.0
Nassau,08/12/2020,-12.0,-6.0,124.0,-46.0,-43.0,14.0,08/12/2020,Nassau,34.0,43795.0,5534.0,526655.0
Nassau,08/13/2020,-14.0,-6.0,107.0,-47.0,-42.0,14.0,08/13/2020,Nassau,45.0,43840.0,6693.0,533348.0
Nassau,08/14/2020,-16.0,-4.0,172.0,-44.0,-41.0,12.0,08/14/2020,Nassau,51.0,43891.0,6389.0,539737.0
Nassau,08/15/2020,-22.0,-7.0,264.0,-29.0,-15.0,2.0,08/15/2020,Nassau,38.0,43929.0,5833.0,545570.0
Nassau,08/16/2020,-28.0,-20.0,-8.0,-46.0,-21.0,7.0,08/16/2020,Nassau,26.0,43955.0,4425.0,549995.0
Nassau,08/17/2020,-12.0,-9.0,,-48.0,-43.0,12.0,08/17/2020,Nassau,46.0,44001.0,4460.0,554455.0
Nassau,08/18/2020,-11.0,-8.0,,-47.0,-42.0,13.0,08/18/2020,Nassau,62.0,44063.0,7861.0,562316.0
Nassau,08/19/2020,-15.0,-11.0,,-49.0,-43.0,14.0,08/19/2020,Nassau,49.0,44112.0,5928.0,568244.0
Nassau,08/20/2020,-11.0,-4.0,,-45.0,-42.0,12.0,08/20/2020,Nassau,50.0,44162.0,7190.0,575434.0
Nassau,08/21/2020,-17.0,-5.0,,-43.0,-42.0,11.0,08/21/2020,Nassau,43.0,44205.0,6974.0,582408.0
Nassau,08/22/2020,-22.0,-7.0,,-28.0,-15.0,2.0,08/22/2020,Nassau,40.0,44245.0,5082.0,587490.0
Nassau,08/23/2020,-21.0,-14.0,169.0,-33.0,-15.0,3.0,08/23/2020,Nassau,39.0,44284.0,4386.0,591876.0
Nassau,08/24/2020,-13.0,-9.0,,-48.0,-44.0,12.0,08/24/2020,Nassau,64.0,44348.0,5565.0,597441.0
Nassau,08/25/2020,-12.0,-8.0,,-46.0,-43.0,13.0,08/25/2020,Nassau,55.0,44403.0,5589.0,603030.0
Nassau,08/26/2020,-9.0,-5.0,,-44.0,-42.0,12.0,08/26/2020,Nassau,47.0,44450.0,6294.0,609324.0
Nassau,08/27/2020,-12.0,-8.0,,-45.0,-42.0,13.0,08/27/2020,Nassau,53.0,44503.0,9814.0,619138.0
Nassau,08/28/2020,-16.0,-7.0,,-43.0,-42.0,12.0,08/28/2020,Nassau,51.0,44554.0,6780.0,625918.0
Nassau,08/29/2020,-23.0,-9.0,,-34.0,-18.0,6.0,08/29/2020,Nassau,56.0,44610.0,6719.0,632637.0
Nassau,08/30/2020,-17.0,-14.0,,-27.0,-15.0,1.0,08/30/2020,Nassau,67.0,44677.0,5442.0,638079.0
Nassau,08/31/2020,-11.0,-9.0,,-46.0,-44.0,12.0,08/31/2020,Nassau,84.0,44761.0,7238.0,645317.0
Nassau,09/01/2020,-9.0,-7.0,,-44.0,-43.0,13.0,09/01/2020,Nassau,84.0,44845.0,10917.0,656234.0
Nassau,09/02/2020,-10.0,-7.0,,-44.0,-42.0,13.0,09/02/2020,Nassau,79.0,44924.0,6522.0,662756.0
Nassau,09/03/2020,-9.0,-5.0,,-44.0,-42.0,12.0,09/03/2020,Nassau,84.0,45008.0,7265.0,670021.0
Nassau,09/04/2020,-12.0,-2.0,,-42.0,-42.0,11.0,09/04/2020,Nassau,107.0,45115.0,6642.0,676663.0
Nassau,09/05/2020,-20.0,-5.0,,-26.0,-17.0,1.0,09/05/2020,Nassau,78.0,45193.0,6573.0,683236.0
Nassau,09/06/2020,-18.0,-13.0,,-28.0,-16.0,1.0,09/06/2020,Nassau,36.0,45229.0,4189.0,687425.0
Nassau,09/07/2020,-13.0,-7.0,,-64.0,-74.0,20.0,09/07/2020,Nassau,65.0,45294.0,4216.0,691641.0
Nassau,09/08/2020,-12.0,-8.0,,-43.0,-44.0,12.0,09/08/2020,Nassau,78.0,45372.0,4238.0,695879.0
Nassau,09/09/2020,-13.0,-8.0,,-42.0,-42.0,12.0,09/09/2020,Nassau,73.0,45445.0,6033.0,701912.0
Nassau,09/10/2020,-17.0,-10.0,58.0,-45.0,-43.0,14.0,09/10/2020,Nassau,105.0,45550.0,7023.0,708935.0
Nassau,09/11/2020,-17.0,-9.0,135.0,-40.0,-39.0,11.0,09/11/2020,Nassau,83.0,45633.0,5742.0,714677.0
Nassau,09/12/2020,-16.0,-6.0,227.0,-18.0,-12.0,2.0,09/12/2020,Nassau,78.0,45711.0,5780.0,720457.0
Nassau,09/13/2020,-17.0,-12.0,135.0,-30.0,-15.0,4.0,09/13/2020,Nassau,52.0,45763.0,4258.0,724715.0
Nassau,09/14/2020,-14.0,-11.0,134.0,-45.0,-40.0,11.0,09/14/2020,Nassau,77.0,45840.0,6928.0,731643.0
Nassau,09/15/2020,-12.0,-9.0,127.0,-42.0,-38.0,12.0,09/15/2020,Nassau,66.0,45906.0,4810.0,736453.0
Nassau,09/16/2020,-13.0,-10.0,118.0,-41.0,-38.0,11.0,09/16/2020,Nassau,83.0,45989.0,6284.0,742737.0
Nassau,09/17/2020,-13.0,-7.0,118.0,-40.0,-38.0,11.0,09/17/2020,Nassau,63.0,46052.0,6037.0,748774.0
Nassau,09/18/2020,-16.0,-6.0,101.0,-42.0,-37.0,11.0,09/18/2020,Nassau,102.0,46154.0,8330.0,757104.0
Nassau,09/19/2020,-16.0,-5.0,173.0,-22.0,-16.0,3.0,09/19/2020,Nassau,64.0,46218.0,6759.0,763863.0
Nassau,09/20/2020,-18.0,-15.0,105.0,-37.0,-17.0,3.0,09/20/2020,Nassau,41.0,46259.0,4905.0,768768.0
Nassau,09/21/2020,-14.0,-9.0,106.0,-46.0,-41.0,11.0,09/21/2020,Nassau,66.0,46325.0,6020.0,774788.0
Nassau,09/22/2020,-13.0,-9.0,111.0,-44.0,-38.0,12.0,09/22/2020,Nassau,63.0,46388.0,4360.0,779148.0
Nassau,09/23/2020,-13.0,-8.0,120.0,-41.0,-36.0,11.0,09/23/2020,Nassau,46.0,46434.0,5634.0,784782.0
Nassau,09/24/2020,-14.0,-8.0,99.0,-42.0,-36.0,12.0,09/24/2020,Nassau,71.0,46505.0,6406.0,791188.0
Nassau,09/25/2020,-16.0,-7.0,107.0,-42.0,-35.0,10.0,09/25/2020,Nassau,71.0,46576.0,6733.0,797921.0
Nassau,09/26/2020,-17.0,-6.0,176.0,-23.0,-13.0,2.0,09/26/2020,Nassau,67.0,46643.0,5975.0,803896.0
Nassau,09/27/2020,-19.0,-14.0,119.0,-31.0,-16.0,3.0,09/27/2020,Nassau,68.0,46711.0,4043.0,807939.0
Nassau,09/28/2020,-14.0,-10.0,109.0,-50.0,-49.0,13.0,09/28/2020,Nassau,80.0,46791.0,5621.0,813560.0
Nassau,09/29/2020,-18.0,-11.0,40.0,-45.0,-37.0,13.0,09/29/2020,Nassau,66.0,46857.0,4876.0,818436.0
Nassau,09/30/2020,-14.0,-8.0,75.0,-44.0,-36.0,12.0,09/30/2020,Nassau,72.0,46929.0,5967.0,824403.0
Nassau,10/01/2020,-13.0,-5.0,108.0,-41.0,-34.0,11.0,10/01/2020,Nassau,105.0,47034.0,7917.0,832320.0
Nassau,10/02/2020,-18.0,-7.0,71.0,-41.0,-34.0,11.0,10/02/2020,Nassau,133.0,47167.0,9841.0,842161.0
Nassau,10/03/2020,-16.0,-4.0,181.0,-22.0,-14.0,3.0,10/03/2020,Nassau,79.0,47246.0,7752.0,849913.0
Nassau,10/04/2020,-19.0,-13.0,114.0,-30.0,-17.0,3.0,10/04/2020,Nassau,56.0,47302.0,5954.0,855867.0
Nassau,10/05/2020,-16.0,-8.0,94.0,-45.0,-38.0,12.0,10/05/2020,Nassau,90.0,47392.0,7585.0,863452.0
Nassau,10/06/2020,-14.0,-7.0,105.0,-43.0,-37.0,11.0,10/06/2020,Nassau,124.0,47516.0,7817.0,871269.0
Nassau,10/07/2020,-17.0,-9.0,80.0,-44.0,-36.0,12.0,10/07/2020,Nassau,140.0,47656.0,11919.0,883188.0
Nassau,10/08/2020,-15.0,-6.0,106.0,-41.0,-35.0,12.0,10/08/2020,Nassau,80.0,47736.0,8320.0,891508.0
Nassau,10/09/2020,-18.0,-7.0,105.0,-42.0,-34.0,10.0,10/09/2020,Nassau,105.0,47841.0,8925.0,900433.0
Nassau,10/10/2020,-19.0,-7.0,171.0,-25.0,-13.0,3.0,10/10/2020,Nassau,92.0,47933.0,8397.0,908830.0
Nassau,10/11/2020,-21.0,-17.0,89.0,-33.0,-17.0,3.0,10/11/2020,Nassau,65.0,47998.0,5181.0,914011.0
Nassau,10/12/2020,-25.0,-19.0,-34.0,-62.0,-54.0,19.0,10/12/2020,Nassau,101.0,48099.0,7833.0,921844.0
Nassau,10/13/2020,-21.0,-10.0,19.0,-47.0,-37.0,14.0,10/13/2020,Nassau,85.0,48184.0,7559.0,929403.0
New York,03/01/2020,-3.0,2.0,-7.0,-3.0,1.0,0.0,03/01/2020,New York,0.0,0.0,0.0,0.0
New York,03/02/2020,3.0,6.0,17.0,-3.0,4.0,0.0,03/02/2020,New York,0.0,0.0,0.0,0.0
New York,03/03/2020,0.0,6.0,5.0,-1.0,3.0,0.0,03/03/2020,New York,0.0,0.0,3.0,3.0
New York,03/04/2020,3.0,9.0,13.0,-3.0,2.0,0.0,03/04/2020,New York,1.0,1.0,4.0,7.0
New York,03/05/2020,2.0,10.0,14.0,-2.0,2.0,0.0,03/05/2020,New York,1.0,2.0,18.0,25.0
New York,03/06/2020,-8.0,-3.0,-18.0,-4.0,-1.0,3.0,03/06/2020,New York,3.0,5.0,14.0,39.0
New York,03/07/2020,1.0,9.0,8.0,-2.0,7.0,0.0,03/07/2020,New York,0.0,5.0,22.0,61.0
New York,03/08/2020,-5.0,3.0,11.0,-4.0,0.0,0.0,03/08/2020,New York,0.0,5.0,24.0,85.0
New York,03/09/2020,0.0,6.0,34.0,-7.0,-3.0,2.0,03/09/2020,New York,7.0,12.0,47.0,132.0
New York,03/10/2020,-6.0,7.0,12.0,-11.0,-7.0,4.0,03/10/2020,New York,12.0,24.0,78.0,210.0
New York,03/11/2020,-10.0,7.0,9.0,-15.0,-12.0,5.0,03/11/2020,New York,3.0,27.0,70.0,280.0
New York,03/12/2020,-19.0,20.0,-4.0,-20.0,-18.0,8.0,03/12/2020,New York,18.0,45.0,186.0,466.0
New York,03/13/2020,-30.0,12.0,-18.0,-30.0,-26.0,10.0,03/13/2020,New York,39.0,84.0,268.0,734.0
New York,03/14/2020,-37.0,7.0,-14.0,-35.0,-9.0,5.0,03/14/2020,New York,28.0,112.0,193.0,927.0
New York,03/15/2020,-46.0,-2.0,-28.0,-42.0,-17.0,7.0,03/15/2020,New York,60.0,172.0,317.0,1244.0
New York,03/16/2020,-48.0,-4.0,-40.0,-48.0,-48.0,18.0,03/16/2020,New York,69.0,241.0,398.0,1642.0
New York,03/17/2020,-61.0,-9.0,-40.0,-55.0,-55.0,21.0,03/17/2020,New York,161.0,402.0,598.0,2240.0
New York,03/18/2020,-65.0,-15.0,-38.0,-59.0,-58.0,22.0,03/18/2020,New York,335.0,737.0,1074.0,3314.0
New York,03/19/2020,-70.0,-25.0,-51.0,-63.0,-62.0,25.0,03/19/2020,New York,437.0,1174.0,1235.0,4549.0
New York,03/20/2020,-71.0,-21.0,-49.0,-64.0,-63.0,26.0,03/20/2020,New York,370.0,1544.0,1263.0,5812.0
New York,03/21/2020,-76.0,-23.0,-51.0,-67.0,-41.0,15.0,03/21/2020,New York,522.0,2066.0,1370.0,7182.0
New York,03/22/2020,-81.0,-38.0,-66.0,-73.0,-48.0,16.0,03/22/2020,New York,607.0,2673.0,1367.0,8549.0
New York,03/23/2020,-83.0,-57.0,-79.0,-77.0,-75.0,32.0,03/23/2020,New York,405.0,3078.0,990.0,9539.0
New York,03/24/2020,-79.0,-39.0,-56.0,-73.0,-74.0,29.0,03/24/2020,New York,442.0,3520.0,1065.0,10604.0
New York,03/25/2020,-82.0,-48.0,-70.0,-75.0,-75.0,31.0,03/25/2020,New York,542.0,4062.0,1232.0,11836.0
New York,03/26/2020,-81.0,-42.0,-56.0,-75.0,-75.0,31.0,03/26/2020,New York,523.0,4585.0,1062.0,12898.0
New York,03/27/2020,-81.0,-45.0,-59.0,-75.0,-74.0,32.0,03/27/2020,New York,631.0,5216.0,1314.0,14212.0
New York,03/28/2020,-86.0,-50.0,-77.0,-77.0,-56.0,20.0,03/28/2020,New York,590.0,5806.0,1160.0,15372.0
New York,03/29/2020,-86.0,-51.0,-79.0,-78.0,-57.0,19.0,03/29/2020,New York,422.0,6228.0,788.0,16160.0
New York,03/30/2020,-82.0,-50.0,-68.0,-77.0,-77.0,31.0,03/30/2020,New York,648.0,6876.0,1422.0,17582.0
New York,03/31/2020,-83.0,-49.0,-67.0,-78.0,-78.0,32.0,03/31/2020,New York,497.0,7373.0,1015.0,18597.0
New York,04/01/2020,-82.0,-46.0,-62.0,-78.0,-77.0,31.0,04/01/2020,New York,470.0,7843.0,1002.0,19599.0
New York,04/02/2020,-84.0,-47.0,-67.0,-79.0,-78.0,33.0,04/02/2020,New York,609.0,8452.0,1294.0,20893.0
New York,04/03/2020,-85.0,-50.0,-79.0,-79.0,-78.0,34.0,04/03/2020,New York,848.0,9300.0,1820.0,22713.0
New York,04/04/2020,-85.0,-43.0,-62.0,-77.0,-57.0,19.0,04/04/2020,New York,598.0,9898.0,1278.0,23991.0
New York,04/05/2020,-85.0,-47.0,-67.0,-78.0,-56.0,18.0,04/05/2020,New York,542.0,10440.0,1162.0,25153.0
New York,04/06/2020,-83.0,-48.0,-61.0,-79.0,-77.0,31.0,04/06/2020,New York,572.0,11012.0,1249.0,26402.0
New York,04/07/2020,-85.0,-47.0,-60.0,-80.0,-78.0,32.0,04/07/2020,New York,492.0,11504.0,1257.0,27659.0
New York,04/08/2020,-87.0,-49.0,-65.0,-81.0,-79.0,32.0,04/08/2020,New York,602.0,12106.0,1424.0,29083.0
New York,04/09/2020,-87.0,-51.0,-72.0,-81.0,-80.0,34.0,04/09/2020,New York,616.0,12722.0,1659.0,30742.0
New York,04/10/2020,-88.0,-50.0,-77.0,-81.0,-79.0,35.0,04/10/2020,New York,715.0,13437.0,1685.0,32427.0
New York,04/11/2020,-86.0,-42.0,-61.0,-78.0,-55.0,19.0,04/11/2020,New York,708.0,14145.0,1783.0,34210.0
New York,04/12/2020,-88.0,-51.0,-62.0,-78.0,-56.0,18.0,04/12/2020,New York,356.0,14501.0,1033.0,35243.0
New York,04/13/2020,-89.0,-63.0,-78.0,-83.0,-79.0,34.0,04/13/2020,New York,379.0,14880.0,1206.0,36449.0
New York,04/14/2020,-85.0,-45.0,-60.0,-79.0,-77.0,31.0,04/14/2020,New York,1737.0,16617.0,4068.0,40517.0
New York,04/15/2020,-85.0,-47.0,-64.0,-80.0,-77.0,32.0,04/15/2020,New York,474.0,17091.0,1533.0,42050.0
New York,04/16/2020,-86.0,-46.0,-67.0,-80.0,-77.0,32.0,04/16/2020,New York,399.0,17490.0,1476.0,43526.0
New York,04/17/2020,-87.0,-48.0,-73.0,-80.0,-76.0,33.0,04/17/2020,New York,442.0,17932.0,1585.0,45111.0
New York,04/18/2020,-88.0,-46.0,-74.0,-79.0,-54.0,20.0,04/18/2020,New York,288.0,18220.0,1093.0,46204.0
New York,04/19/2020,-86.0,-44.0,-53.0,-76.0,-51.0,17.0,04/19/2020,New York,248.0,18468.0,954.0,47158.0
New York,04/20/2020,-85.0,-49.0,-65.0,-79.0,-76.0,31.0,04/20/2020,New York,231.0,18699.0,1099.0,48257.0
New York,04/21/2020,-87.0,-53.0,-69.0,-81.0,-77.0,32.0,04/21/2020,New York,326.0,19025.0,1430.0,49687.0
New York,04/22/2020,-85.0,-46.0,-63.0,-80.0,-76.0,31.0,04/22/2020,New York,323.0,19348.0,1581.0,51268.0
New York,04/23/2020,-86.0,-47.0,-68.0,-80.0,-77.0,32.0,04/23/2020,New York,506.0,19854.0,2654.0,53922.0
New York,04/24/2020,-87.0,-52.0,-78.0,-81.0,-76.0,34.0,04/24/2020,New York,426.0,20280.0,2110.0,56032.0
New York,04/25/2020,-84.0,-36.0,-42.0,-75.0,-49.0,17.0,04/25/2020,New York,493.0,20773.0,2354.0,58386.0
New York,04/26/2020,-89.0,-54.0,-80.0,-79.0,-55.0,19.0,04/26/2020,New York,324.0,21097.0,2007.0,60393.0
New York,04/27/2020,-84.0,-49.0,-69.0,-79.0,-75.0,31.0,04/27/2020,New York,215.0,21312.0,1650.0,62043.0
New York,04/28/2020,-83.0,-41.0,-42.0,-78.0,-75.0,23.0,04/28/2020,New York,292.0,21604.0,2260.0,64303.0
New York,04/29/2020,-85.0,-47.0,-65.0,-79.0,-76.0,31.0,04/29/2020,New York,316.0,21920.0,2299.0,66602.0
New York,04/30/2020,-85.0,-49.0,-71.0,-80.0,-77.0,32.0,04/30/2020,New York,255.0,22175.0,2205.0,68807.0
